,title,country,genre,actors,director,time,description,score
489,Идеальные незнакомцы ,['Италия'],"['драма', 'комедия', 'слова']","['Джузеппе Баттистон', 'Анна Фольетта', 'Марко Джаллини']",Паоло Дженовезе,96,"Семеро закадычных друзей, собравшись за ужином, в шутку начинают игру - читать все смс вслух, а на звонки отвечать по громкой связи. Они и представить себе не могут, какие скелеты вылезут из их шкафов и какие удивительные открытия им предстоит сделать.",7.7
490,Эффект бабочки ,['США'],"['фантастика', 'триллер', 'драма', 'слова']","['Эштон Кутчер', 'Эми Смарт', 'Элден Хенсон']",Эрик Бресс,113,"Эван перенял от своего отца-психопата, ныне запертого в доме для умалишённых, странную болезнь — он не помнит некоторых эпизодов своей жизни, причем в эти моменты происходили довольно странные, а то и ужасные события. Поступив в колледж, Эван делает удивительное открытие. Читая дневники, которые писал в детстве по совету врача, он может возвращаться в детство и менять будущее.",8.2
491,Выживший ,['Гонконг'],"['приключения', 'вестерн', 'боевик', 'драма', 'биография', 'слова']","['Леонардо ДиКаприо', 'Том Харди', 'Донал Глисон']",Алехандро Гонсалес Иньярриту,156,"Охотник Хью Гласс серьезно ранен на неизведанных просторах американского Дикого Запада. Товарищ Хью по отряду покорителей новых земель Джон Фицжеральд предательски оставляет его умирать в одиночестве. Теперь у Гласса осталось только одно оружие – его сила воли. Он готов бросить вызов первобытной природе, суровой зиме и враждебным племенам индейцев, только чтобы выжить и отомстить Фицжеральду.",7.8
492,Чужой ,['Великобритания'],"['ужасы', 'фантастика', 'триллер', 'слова']","['Сигурни Уивер', 'Том Скеррит', 'Иэн Холм']",Ридли Скотт,116,"В далеком будущем возвращающийся на Землю грузовой космический корабль перехватывает исходящий с неизвестной планеты сигнал. Экипаж, в соответствии с основными инструкциями, обязан найти и исследовать источник сигнала. Оказавшись на планете, астронавты повсюду обнаруживают предметы, по виду напоминающие гигантские коконы.",8.1
493,Финч ,['США'],"['фантастика', 'драма', 'слова']","['Том Хэнкс', 'Калеб Лэндри Джонс', 'Шеймус']",Мигель Сапочник,115,"Постапокалипсис. В Северной Америке бушует радиация, пыльные бури и торнадо. Инженер-робототехник Финч смертельно болен и переживает, что после его смерти некому будет заботиться о его собаке, поэтому собирает для этой цели человекоподобного робота. Узнав, что на местность надвигается супербуря, в которой он не выживет, Финч с собакой и роботами отправляется в Сан-Франциско.",7.2
494,Малхолланд Драйв ,['США'],"['триллер', 'драма', 'детектив', 'слова']","['Наоми Уоттс', 'Лаура Хэрринг', 'Джастин Теру']",Дэвид Линч,147,"Загадочная девушка, после автомобильной аварии страдающая потерей памяти, выбирает себе имя Рита с рекламного плаката к фильму с Ритой Хейворт и пытается начать новую жизнь в Голливуде. Но тайны прошлого неотступно преследуют ее.",7.7
495,Продавцы боли ,['Великобритания'],"['драма', 'криминал', 'слова']","['Эмили Блант', 'Крис Эванс', 'Кэтрин О’Хара']",Дэвид Йейтс,123,"Лиза Дрейк бросила колледж и отправилась на поиски лучшей жизни для себя и своей маленькой дочери. Получив работу в обанкротившемся фармацевтическом стартапе, она, благодаря мужеству и напористости, вдохнула в компанию новую жизнь. Однако с большими деньгами приходят и риски.",6.6
496,Ловушка времени ,['США'],"['фантастика', 'боевик', 'детектив', 'приключения', 'слова']","['Брианна Хоуи', 'Кэссиди Гиффорд', 'Оливия Драгусевич']",Марк Деннис,87,"Группа студентов отправляется в пещеры Техаса, чтобы найти своего преподавателя, пропавшего без вести. Несмотря на решение спасателей прекратить все поиски, ребята не теряют надежду, что он жив и нуждается в помощи. Они уверены, что таинственное исчезновение их учителя как-то связано с его необычной теорией о существовании источника вечной молодости где-то в этих местах. ​​Обнаружив загадочный пещерный тоннель, группа пытается проникнуть в него. Кто-то из друзей замечает, что время начинает меняться каким-то волшебным образом. Оно тянется намного медленнее, чем на поверхности. Когда они спускаются ниже, с героями начинают происходить ещё более странные события...",6.7
497,365 дней ,['Польша'],"['мелодрама', 'слова']","['Анна Мария Сиклуцка', 'Микеле Морроне', 'Бронислав Вроцлавский']",Барбара Бяловас,114,"Массимо Торичелли — молодой красивый босс сицилийской мафиозной семьи. После убийства отца конкурентами он вынужден взять на себя его обязанности. Лаура Бель — директор по продажам в роскошном отеле. Она строит карьеру, но в личной жизни ей не хватает страсти. Лаура делает последнюю попытку сохранить отношения — вместе с женихом и друзьями она летит на Сицилию, где её похищает Массимо и даёт ей 365 дней, чтобы Лаура его полюбила.",5.0
498,Триггер: Экстра ,['Россия'],"['короткометражка', 'документальный']",['Максим Матвеев'],Полина Веснина,7,"Проводим один день на съемках с Максимом Матвеевым. Актер рассказывает о рабочем процессе, своем герое, различиях между сериалом и фильмом, а еще размышляет, что бы он делал, если бы не пошел в актерскую профессию.",7.4
499,Мой ужасный сосед ,['Швеция'],"['драма', 'комедия', 'слова']","['Том Хэнкс', 'Мариана Тревиньо', 'Рэйчел Келлер']",Марк Форстер,126,"Когда весёлая молодая семья переезжает в соседний дом, Отто встречает пару в своей манере, но вскоре неожиданная дружба с сообразительной Марисоль перевернёт его мир с ног на голову.",7.6
500,Иди и смотри ,['СССР'],"['драма', 'военный', 'история', 'слова']","['Алексей Кравченко', 'Ольга Миронова', 'Любомирас Лауцявичюс']",Элем Климов,136,"1943 год, Великая Отечественная война. Подросток Флёра, откопав карабин среди обрывков колючей проволоки, ржавых пулемётных лент и простреленных касок, отправляется в лес к партизанам.",8.2
501,Стражи Галактики ,['США'],"['фантастика', 'боевик', 'приключения', 'комедия', 'слова']","['Крис Пратт', 'Зои Салдана', 'Дэйв Батиста']",Джеймс Ганн,121,"Отважному путешественнику Питеру Квиллу попадает в руки таинственный артефакт, принадлежащий могущественному и безжалостному злодею Ронану, строящему коварные планы по захвату Вселенной. Питер оказывается в центре межгалактической охоты, где жертва — он сам.",7.9
502,Девять жизней ,['Франция'],"['фэнтези', 'драма', 'комедия', 'семейный', 'слова']","['Кевин Спейси', 'Дженнифер Гарнер', 'Робби Амелл']",Барри Зонненфельд,87,"Том Бренд – миллиардер-трудоголик с чудинкой. Он с головой погружён в работу и немного выпал из семейной жизни — даже подарок дочери он покупает в последний момент. Ребекка мечтает о настоящем коте, и как бы Том ни презирал животных, он отправляется в зоомагазин, где выбирает самого роскошного кота по кличке Мистер Пушистые Штаны. По пути на праздник дочери с Томом происходит несчастный случай. А очнувшись, герой обнаруживает себя... в теле этого самого кота. Пока Том-человек отсыпается в больнице, Том-Пушистые-Штаны вынужден на собственной шкуре испытать все прелести кошачьей жизни и вернуть любовь семьи, чтобы не остаться навсегда в роли питомца. Благо, жена и дочь принимают кота, как родного. Но как заставить их разглядеть в Мистере Пушистые Штаны раскаявшегося отца семейства?",6.4
503,Полицейский с Рублевки. Новогодний беспредел ,['Россия'],['комедия'],"['Александр Петров', 'Сергей Бурунов', 'Александра Бортич']",Илья Куликов,90,"В канун нового года отделение полиции «Барвиха Северное» оказывается под угрозой закрытия. Чтобы спасти родной отдел, полицейский с Рублевки Гриша Измайлов вынужден пойти на крайние меры и вместе с оперативниками решает ограбить банк. Он рассчитывает на то, что его коллеги вместе с начальником отдела – Яковлевым легко раскроют это дело, деньги вернут обратно, и все сохранят работу в следующем году. Но все идет не так, как задумал Гриша...",6.5
504,Лекарь: Ученик Авиценны ,['Германия'],"['приключения', 'история', 'драма', 'слова']","['Том Пэйн', 'Бен Кингсли', 'Эмма Ригби']",Филипп Штёльцль,155,"Англия, XI век. Мать десятилетнего Роба Коула умирает в страшных мучениях: никто не знает ни природы её болезни, ни лекарства против неё. Маленький Роб, потрясенный до глубины души, во что бы то ни стало стремится разгадать эту тайну.",7.9
505,Залечь на дно в Брюгге ,['Великобритания'],"['комедия', 'криминал', 'триллер', 'драма', 'слова']","['Колин Фаррелл', 'Брендан Глисон', 'Рэйф Файнс']",Мартин Макдона,107,"После того, как наемные убийцы Рэй и Кен запороли в Лондоне важное задание, их злобный шеф Гарри приказывает им отправиться в Брюгге и не высовываться. Оказавшись в старинном бельгийском городке, Рэй от нечего делать флиртует с местной красоткой, пока Кен наслаждается жизнью и неожиданным отпуском. Кажется, ничто не предвещает беду в спокойном городе...",7.8
506,Сердце пармы ,['Россия'],"['драма', 'фэнтези']","['Александр Кузнецов', 'Елена Ербакова', 'Сергей Пускепалис']",Антон Мегердичев,159,"Русский князь Михаил и юная Тиче — дети разных народов, разных миров и разных богов. Любовь молодого воителя и ведьмы-ламии кажется невозможной, но преодолевает все запреты, запуская маховик рока. Отныне только от Михаила зависит будущее родной пармы, древних суровых земель, напоенных чудодейственной мощью кровавых языческих богов. Здесь сталкиваются герои и призраки, князья и шаманы, вогулы и московиты. Здесь расстаться с жизнью — не так страшно, как выбрать между долгом, верностью братству и любовью к единственной женщине на свете.",6.7
507,Молчание ангелов ,['Дания'],"['триллер', 'криминал']","['Юлие Эльгор', 'Роланд Мёллер', 'Стине Стенгаде']",Эсбен Тоннесен,94,"Город потрясает серия жестоких убийств девушек маньяком, получившим прозвище Создатель Ангелов. Переживающая личную трагедию детектив Лаура вместе с циничным напарником возвращается к работе, чтобы выйти на след преступника. Однако она не представляет, чем это дело обернется для нее.",6.3
508,Ученик чудовища ,['Япония'],"['аниме', 'мультфильм', 'фэнтези', 'драма', 'боевик', 'слова']","['Сёта Сомэтани', 'Кодзи Якусё', 'Кумико Асо']",Мамору Хосода,119,"9-летний мальчик Рэн остался без родителей, сбежал от опекунов и скитался по улицам Токио. Там он встречает великого воина Медвежута — похожее на медведя чудище, явившееся из параллельного мира, чтобы найти себе ученика. Им и становится Рэн. В мире чудовищ мальчик получает имя Девята и под началом Медвежута начинает тренировки, чтобы стать мастером боевых искусств.",8.2
509,Общество мертвых поэтов ,['США'],"['драма', 'слова']","['Робин Уильямс', 'Роберт Шон Леонард', 'Итан Хоук']",Питер Уир,128,"Джон Китинг — новый преподаватель английской словесности в консервативном американском колледже. От чопорной массы учителей его выгодно отличают легкость общения, эксцентричное поведение и пренебрежение к программе обучения. ",8.2
510,Мажор в Сочи ,['Россия'],"['приключения', 'комедия']","['Павел Прилучный', 'Павел Чинарёв', 'Виталия Корниенко']",Никита Власов,109,"Московские массивные здания и оживлённые дороги Мажор сменит на живописные курортные виды, домик в горах и извилистые серпантины. Туда он перебирается вместе с дочерью Соней, где у них появился свой семейный бизнес — эко-отель. Но ещё до открытия всё идёт наперекосяк. Вначале в гостинице устраивают погром, затем Соколовский наткнётся на местного мажора и перейдёт дорогу сочинскому воротиле, который планирует снести целый жилой квартал, чтобы построить на его месте винодельню.",7.1
511,Славные парни ,['США'],"['драма', 'криминал', 'биография', 'слова']","['Роберт Де Ниро', 'Рэй Лиотта', 'Джо Пеши']",Мартин Скорсезе,140,"История о Генри Хилле — начинающем гангстере, занимающемся грабежами вместе с подельниками Джими Конвеем и Томми Де Вито, которые с легкостью убивают любого, кто встаёт у них на пути.",8.1
512,Шерлок Холмс ,['США'],"['боевик', 'приключения', 'триллер', 'драма', 'комедия', 'криминал', 'детектив', 'слова']","['Роберт Дауни мл.', 'Джуд Лоу', 'Рэйчел Макадамс']",Гай Ричи,128,"Величайший в истории сыщик Шерлок Холмс вместе со своим верным соратником Ватсоном вступают в схватку, требующую нешуточной физической и умственной подготовки, ведь их враг представляет угрозу для всего Лондона.",8.1
513,Убойные каникулы ,['Канада'],"['комедия', 'триллер', 'слова']","['Тайлер Лабин', 'Алан Тьюдик', 'Катрина Боуден']",Илай Крэйг,85,"Группа студентов отправляется за город, чтобы вовсю оторваться на выходных: попить пивка, поплавать в озере и подышать чистым воздухом. Но в первый же день они сталкиваются с неотёсанными фермерами Такером и Дейлом, которые тоже решили как следует оттянуться на природе. Приняв этих на вид диковатых, но, в сущности, безобидных ребят за злобных местных маньяков, горожане решают дать деревенщине жёсткий отпор.",7.7
514,Аквамен ,['США'],"['фэнтези', 'боевик', 'приключения', 'слова']","['Джейсон Момоа', 'Эмбер Хёрд', 'Уиллем Дефо']",Джеймс Ван,143,"История получеловека-полуатланта Артура Карри, которому предстоит выяснить, достоин ли он быть тем, кем ему суждено по рождению — царём подводного мира.",6.8
515,Лунатики ,['Россия'],['драма'],"['Степан Белозеров', 'Виктория Исакова', 'Алексей Филимонов']",Юрий Мороз,92,"Из квартиры в центре Москвы похищен известный рэп-исполнитель Никита Прозоров. Следователь Иванов выясняет, что похищение было инсценировано, и в этом замешана мать Никиты — Рената, телевизионный продюсер. Никиту в бессознательном состоянии доставили в клинику и лечили, применяя экспериментальную компьютерную технологию психокоррекции личности. Чтобы понять мотивы и причины поступка Ренаты, следователю придется по кусочкам восстановить историю сложных отношений матери и сына, и ответить на вопрос, убила ли Рената своего сына или спасла ему жизнь.",6.1
516,Человек дождя ,['США'],"['драма', 'слова']","['Дастин Хоффман', 'Том Круз', 'Валерия Голино']",Барри Левинсон,133,"Грубоватому и эгоистичному молодому человеку Чарли в наследство от отца достались лишь розовые кусты да «Бьюик» 1949 года, а львиная доля наследства уходит его брату-аутисту Раймонду. Задавшись целью отобрать «свою долю», Чарли похищает старшего брата. Но когда выясняет, что Раймонд обладает недюжими математическими способностями, памятью и внимательностью, решает использовать это в корыстных целях.",8.2
517,Москва слезам не верит ,['СССР'],"['мелодрама', 'драма', 'комедия', 'слова']","['Вера Алентова', 'Ирина Муравьёва', 'Алексей Баталов']",Владимир Меньшов,150,"Москва, 1950-е годы. Три молодые провинциалки приезжают в Москву в поисках того, что ищут люди во всех столицах мира — любви, счастья и достатка. Антонина выходит замуж, растит детей, любит мужа. Людмиле Москва представляется лотереей, в которой она должна выиграть свое особенное счастье. Катерина же отчаянно влюбляется, но избранник ее оставляет. Однако она не опускает руки, в одиночку растит дочь и к тому же успевает делать блестящую карьеру. В 40 лет судьба дарит ей неожиданную встречу.",8.4
518,Зверополис ,['США'],"['мультфильм', 'комедия', 'криминал', 'детектив', 'приключения', 'семейный', 'слова']","['Джиннифер Гудвин', 'Джейсон Бейтман', 'Идрис Эльба']",Байрон Ховард,108,"Добро пожаловать в Зверополис – современный город, населенный самыми разными животными, от огромных слонов до крошечных мышек. Зверополис разделен на районы, полностью повторяющие естественную среду обитания разных жителей – здесь есть и элитный район Площадь Сахары и неприветливый Тундратаун. В этом городе появляется новый офицер полиции, жизнерадостная зайчиха Джуди Хоппс, которая с первых дней работы понимает, как сложно быть маленькой и пушистой среди больших и сильных полицейских. Джуди хватается за первую же возможность проявить себя, несмотря на то, что ее партнером будет болтливый хитрый лис Ник Уайлд. Вдвоем им предстоит раскрыть сложное дело, от которого будет зависеть судьба всех обитателей Зверополиса.",8.3
519,Время ,['США'],"['фантастика', 'мелодрама', 'боевик', 'слова']","['Джастин Тимберлейк', 'Аманда Сайфред', 'Киллиан Мерфи']",Эндрю Никкол,109,"Добро пожаловать в мир, где время стало единственной и самой твердой валютой, где люди генетически запрограммированы так, что в 25 лет перестают стареть. Правда, последующие годы стоят денег. И вот богатые становятся практически бессмертными, а бедные обречены сражаться за жизнь. Уилл, бунтарь из гетто, несправедливо обвинен в убийстве с целью грабежа времени и теперь вынужден, захватив заложницу, пуститься в бега.",7.3
520,Один дома 3 ,['США'],"['боевик', 'комедия', 'криминал', 'семейный', 'слова']","['Алекс Д. Линц', 'Олек Крупа', 'Риа Килстедт']",Раджа Госнелл,102,"Трое мужчин и женщина купили украденную для них новейшую микросхему, способную нейтрализовать всю систему противокосмической обороны. Положили ее в игрушечную машину, ее - в пакет с надписью «Parisian». В аэропорту обнаружилось, что в пакете игрушки нет, а вокруг ходят люди точно с такими же пакетами. Стали искать.",5.7
521,Тайна заколдованного зеркала ,['Швеция'],"['фэнтези', 'приключения', 'семейный', 'комедия', 'слова']","['Матильда Гросс', 'Мелвин Агнарсон', 'Юхан Реборг']",Юхан Роселл,96,"Чтобы разгадать тайну исчезновения мамы, девочка Нелли должна найти загадочный артефакт — заколдованное зеркало, которое сокрыто где-то в Темном лесу. Нелли отправляется на поиски, а компанию ей составляют верные друзья — пес Лондон и пугливый всезнайка Валле. Их ждет путешествие, полное опасностей и встреч со всевозможными волшебными существами. На кону не только судьба мамы Нелли, но и защита нашего мира от злых сил.",6.6
522,Еще по одной ,['Дания'],"['драма', 'комедия', 'слова']","['Мадс Миккельсен', 'Томас Бо Ларсен', 'Магнус Милланг']",Томас Винтерберг,110,"В ресторане собираются учитель истории, психологии, музыки и физрук, чтобы отметить 40-летие одного из них. И решают проверить научную теорию о том, что c самого рождения человек страдает от нехватки алкоголя в крови, а чтобы стать по-настоящему счастливым, нужно быть немного нетрезвым. Друзья договариваются наблюдать, как возлияния скажутся на их работе и личной жизни, и устанавливают правила: не пить вечером и по выходным. Казалось бы, что может пойти не так?",7.6
523,Приключения Паддингтона 2 ,['Великобритания'],"['фэнтези', 'комедия', 'семейный', 'слова']","['Бен Уишоу', 'Хью Бонневилль', 'Салли Хокинс']",Пол Кинг,103,"В антикварном магазине Лондона обаятельный и хорошо воспитанный медведь Паддингтон находит уникальную старинную книгу. Пока он изо всех своих медвежьих сил старается накопить на неё, редчайшее издание внезапно похищают. Паддингтон оказывается втянут в аферу века, затеянную знаменитым, но вышедшим в тираж актером, который ныне рекламирует собачьи консервы, а свой талант к перевоплощению использует в охоте за сокровищами.",8.0
524,Блуждающая Земля 2 ,['Китай'],"['фантастика', 'боевик', 'драма', 'слова']","['Джеки\xa0У', 'Энди Лау', 'Ли Сюэцзянь']",Франт Гво,173,"Солнце угасает. Последний шанс человечества на спасение — поиск нового дома. Объединившись, люди находят возможность изменить орбиту Земли, отправившись в неизвестность. Но это путешествие на много сотен световых лет во тьму несет разрушение и хаос. Планета растерзана катаклизмами, в которых выживут далеко не все. И все же только в бесконечной пустоте можно обрести новую жизнь.",6.8
525,Экипаж ,['Россия'],"['драма', 'триллер', 'приключения', 'слова']","['Данила Козловский', 'Владимир Машков', 'Агне Грудите']",Николай Лебедев,138,"Талантливый молодой лётчик Алексей Гущин не признаёт авторитетов, предпочитая поступать в соответствии с личным кодексом чести. За невыполнение абсурдного приказа его выгоняют из военной авиации, и только чудом он получает шанс летать на гражданских самолётах. ",7.6
526,Яга и книга заклинаний ,['Россия'],"['мультфильм', 'семейный', 'приключения']","['Юлия Хлынина', 'Лидия Чистякова-Ионова', 'Фёдор Бондарчук']",Владимир Саков,101,"Рыжеволосая ведьма Яга живет с котом-изобретателем и весёлыми домовыми в избушке на болотах Тридевятого царства и практикуется в магии. Чтобы научиться колдовать по-настоящему, ей не хватает Книги Заклинаний, похищенной у неё много лет назад злой колдуньей Белладонной. Внезапно судьба дает Яге шанс поквитаться с заклятой обидчицей, когда на пороге избушки появляется царевна Синеглазка. В чем сила истинного волшебства, и кто окажется настоящей злодейкой?",7.8
527,Черепашки-ниндзя: Погром мутантов ,['США'],"['мультфильм', 'фантастика', 'фэнтези', 'боевик', 'комедия', 'приключения', 'семейный', 'слова']","['Мика Эбби', 'Шэймон Браун мл.', 'Николас Канту']",Джефф Роу,99,"Четверо братьев-черепах, всю жизнь скрывавшихся от мира людей в канализациях Нью-Йорка и обучавшихся ниндзюцу, отправляются на поверхность и пытаются жить как нормальные подростки. С помощью своей новой подруги Эйприл О’Нил они выходят на след печально известного преступного синдиката и армии мутантов.",6.9
528,Поиск ,['США'],"['детектив', 'триллер', 'драма', 'слова']","['Джон Чо', 'Сара Сон', 'Алекс Джейн Гоу']",Аниш Чаганти,102,"16-летняя дочь Дэвида Кима пропадает без следа. Чтобы дать полиции зацепки, отчаявшийся отец взламывает компьютер девочки и понимает, что ничего не знает о собственной дочери.",7.5
529,Убийство в Париже ,['США'],"['детектив', 'комедия', 'криминал', 'слова']","['Адам Сэндлер', 'Дженнифер Энистон', 'Марк Стронг']",Джереми Гарелик,90,"Супруги Ник и Одри Шпиц открыли своё детективное агентство, но вместо захватывающих расследований вынуждены заниматься слежкой за неверными мужьями и едва сводить концы с концами. И так вовремя поступает приглашение на свадьбу их приятеля по предыдущему приключению — индийского миллиардера Викрама. Неугомонная парочка прибывает на частный остров и оказывается на грандиозной предсвадебной вечеринке, в разгар которой выясняется, что жених похищен, а его телохранитель убит.",5.9
530,Последний стрелок ,['Великобритания'],"['драма', 'биография', 'военный', 'история', 'слова']","['Пирс Броснан', 'Клеманс Поэзи', 'Джон Эймос']",Терри Лоан,95,"92-летний ветеран Второй мировой войны Арти Кроуфорд сбегает из дома престарелых в Северной Ирландии и отправляется во Францию, чтобы почтить память павших боевых товарищей в 75-летнюю годовщину высадки в Нормандии.",6.0
531,Тренировочный день ,['США'],"['боевик', 'триллер', 'драма', 'криминал', 'слова']","['Дензел Вашингтон', 'Итан Хоук', 'Скотт Гленн']",Антуан Фукуа,122,"Джейк Хойт устраивается на работу в отдел по борьбе с наркотиками полиции Лос-Анджелеса. Его напарником становится опытный полицейский Алонзо Харисс, который в борьбе с преступностью далеко не всегда использует законные методы. И почти сразу Джейк оказывается вовлечённым в стремительный водоворот событий.",7.8
532,Очень страшное кино ,['США'],"['комедия', 'ужасы', 'слова']","['Анна Фэрис', 'Джон Абрахамс', 'Марлон Уайанс']",Кинен Айвори Уайанс,88,"Дрю разговаривает по телефону с незнакомцем, будто бы попавшим не туда, но вскоре она понимает, что её собеседник — маньяк. Дрю выбегает из дома, за ней гонится убийца, но её случайно сбивает на машине собственный отец.",7.0
533,Русский рейд ,['Россия'],"['боевик', 'криминал']","['Иван Котик', 'Александр Красовский', 'Илья Антоненко']",Денис Крючков,103,"Рейдеры подготовили идеальный план по захвату завода: инсайдеры, подробные чертежи территории, завязки на высшем уровне, компромат на собственников, хакерская поддержка. На их стороне внезапность и прекрасно подготовленная команда головорезов. Но захват оборачивается кровавой ловушкой, ведь банду нападающих ведет человек со своим представлением о целях рейда. Его приоритет - не завод и не деньги, для него главное – справедливость и месть!",6.2
534,Таксист ,['США'],"['триллер', 'драма', 'криминал', 'слова']","['Роберт Де Ниро', 'Сибилл Шепард', 'Джоди Фостер']",Мартин Скорсезе,114,"Тусклый свет слепых фонарей, скелеты фабричных труб, задыхающихся в собственном дыму. Вавилонские башни небоскребов, все это — ад Нового времени, Нью-Йорк.",7.8
535,Проект X: Дорвались ,['США'],"['комедия', 'слова']","['Томас Манн', 'Оливер Купер', 'Джонатан Даниэль Браун']",Нима Нуризаде,88,"Сюжет фильма рассказывает историю трех поначалу никому не известных старшеклассников, которые пытаются заявить о себе. Их задумка выглядит вполне невинно: надо просто организовать незабываемую вечеринку... но к такому они готовы не были. Молва разлетается слишком быстро, рушатся мечты, уже испорчена репутация, но одновременно зарождаются легенды.",7.0
536,Полицейский с Рублевки. Новогодний беспредел 2 ,['Россия'],"['комедия', 'приключения']","['Сергей Бурунов', 'Роман Попов', 'София Каштанова']",Илья Куликов,85,"Близится новый год, и сотрудники отдела полиции Барвихи планируют праздновать его за городом в тёплой компании старых друзей и коллег. Но непредвиденные обстоятельства в лице преступников, ограбивших крупное ювелирное предприятие, ставят праздник под угрозу. Смогут ли рублёвские полицейские вернуть украденные драгоценные камни стоимостью миллионы долларов и спасти свой праздник до того, как часы пробьют полночь?",5.8
537,"На солнце, вдоль рядов кукурузы ",['Россия'],"['драма', 'приключения']","['Егор Бероев', 'Полина Максимова', 'Грант Тохатян']",Сарик Андреасян,90,"Дамир Юсупов и предположить не мог, что однажды станет настоящим героем. Обыкновенный мальчишка, он грезил полетами и был уверен, что пойдет по стопам своего отца-летчика, но судьба распорядилась иначе. Спустя годы, когда веру потеряли даже самые близкие люди, Дамир все-таки сумел воплотить заветную мечту и стал пилотом гражданской авиации. И только благодаря его мужеству и преданности любимому делу были спасены 233 жизни: в августе 2019 г., когда у самолета отказали оба двигателя, он сумел посадить его на кукурузное поле.",6.4
538,Как заниматься сексом ,['Великобритания'],"['драма', 'слова']","['Анна Антониадес', 'Миа Маккенна-Брюс', 'Лара Пик']",Молли Мэннинг Уокер,91,"Три лучшие подруги летят из Лондона на выходные на Крит. Они только что окончили школу и стараются не думать о результатах экзаменов, а сосредоточиться на главном — вечеринках до рассвета, бесконечном веселье и потере девственности.",6.0
