,title,country,genre,actors,director,time,description,score
812,Дикие истории ,['Аргентина'],"['триллер', 'драма', 'комедия', 'слова']","['Рикардо Дарин', 'Оскар Мартинес', 'Леонардо Сбаралья']",Дамиан Сифрон,122,"Гэбриела Пастернака обижали многие, с кем сводила его жизнь – девушка, учитель музыки, профессор в консерватории, дантист. И вот все они, на свою беду, оказались вместе с ним в одном самолете… Ночью в придорожной закусочной официантка узнает в посетителе ростовщика, который много лет назад довел до самоубийства ее отца. А у поварихи, в прошлом отсидевшей срок, для мести такому гаду сразу нашлось средство – крысиный яд… Городской красавчик ехал на своей мощной Audi по пустынной дороге и решил обогнать старый Peugeot, но сидевший за рулем провинциальный упырь решил не уступать. И вот уже кровавый итог бессмысленного соперничества не за горами…",7.7
813,Темные воды ,['США'],"['драма', 'детектив', 'биография', 'история', 'слова']","['Марк Руффало', 'Энн Хэтэуэй', 'Тим Роббинс']",Тодд Хейнс,126,"Адвокат Роберт Билотт выступает с обвинением в суде против компании DuPont, которая десятилетиями цинично травила людей, загрязняя химикатами питьевую воду. Он ведет это дело 19 лет. Сможет ли он пролить свет на правду?",7.8
814,Гарегин Нжде ,['Армения'],"['биография', 'слова']","['Арташес Алексанян', 'Роберт Акопян', 'Назени Ованнисян']",Грач Кешишян,153,Об армянском политическом и военном деятеле Гарегине Нжде.,8.0
815,Калашников ,['Россия'],"['биография', 'история']","['Юра Борисов', 'Ольга Лерман', 'Артур Смольянинов']",Константин Буслов,104,"Калашников. Все знают эту фамилию, но не все знают, какой долгий и тернистый путь прошёл парень-самоучка, чтобы в 28 лет создать легендарный автомат АК-47, который по сей день является символом оружейной мысли нашего времени.",7.8
816,Забавные игры ,['Австрия'],"['триллер', 'драма', 'криминал', 'слова']","['Сюзанна Лотар', 'Ульрих  Мюэ', 'Арно Фриш']",Михаэль Ханеке,108,"В свой загородный дом на живописном озере приезжает муж, жена и 10-летний сын. К ним приходят два парня, представившиеся гостями соседей. Они убивают собаку и предлагают хозяевам пари.",7.3
817,Визит ,['США'],"['ужасы', 'слова']","['Оливия ДиЙон', 'Эд Оксенбульд', 'Дианна Данаган']",М. Найт Шьямалан,94,"Много лет назад она бежала из родительского дома без оглядки и с тех пор старалась не вспоминать события той самой ночи. Теперь у нее уже взрослые дети. Однажды они получают приглашения от бабушки и дедушки, которых никогда не видели, и решают нанести им визит.",6.2
818,Всегда говори «ДА» ,['США'],"['комедия', 'слова']","['Джим Керри', 'Зои Дешанель', 'Брэдли Купер']",Пейтон Рид,104,"Депрессивный главный герой всегда и всем говорил «нет» — например, друзьям, если они зовут куда-то. Но в один прекрасный день он заключает соглашение, по которому всегда должен отвечать «Да» на любое предложение...",7.8
819,Дождливый день в Нью-Йорке ,['США'],"['мелодрама', 'комедия', 'слова']","['Тимоти Шаламе', 'Эль Фаннинг', 'Селена Гомес']",Вуди Аллен,92,"Гэтсби — из состоятельной нью-йоркской семьи, его девушка Эшли — дочь банкира из Аризоны, оба учатся в колледже Ярдли. Когда местное издание отправляет Эшли в Нью-Йорк взять интервью у известного режиссера, Гэтсби приходит в восторг — теперь он покажет ей родной город. Парочка заселяется в шикарный номер с видом на Центральный парк и строит планы, но судьба распоряжается иначе: Эшли затягивает в мир звёздной богемы, а Гэтсби встречает бывших одноклассников и младшую сестру своей школьной любви.",7.2
820,Бешеные псы ,['США'],"['криминал', 'драма', 'триллер', 'слова']","['Харви Кейтель', 'Тим Рот', 'Майкл Мэдсен']",Квентин Тарантино,100,"Это должно было стать идеальным преступлением. Задумав ограбить ювелирный магазин, криминальный босс Джо Кэбот собрал вместе шестерых опытных и совершенно незнакомых друг с другом преступников. Но с самого начала все пошло не так, и обычный грабеж превратился в кровавую бойню.",8.1
821,Бойфренд из будущего ,['Великобритания'],"['фантастика', 'фэнтези', 'драма', 'мелодрама', 'комедия', 'слова']","['Донал Глисон', 'Рэйчел Макадамс', 'Билл Найи']",Ричард Кёртис,123,"Тиму повезло – он молодой, симпатичный, многообещающий адвокат, а еще он… умеет перемещаться во времени. И чтобы очаровать девушку своей мечты, он готов повторять первое свидание вновь и вновь. Воистину,  любовь с первого взгляда не всегда выходит с первого раза...",7.9
822,Демоны Деборы Логан ,['США'],"['ужасы', 'триллер', 'детектив', 'слова']","['Джилл Ларсон', 'Энн Рэмси', 'Мишель Энг']",Адам Робител,90,"Группа документалистов приезжает в одиноко стоящий особняк, чтобы запечатлеть жизнь пожилой женщины Деборы Логан с болезнью Альцгеймера на ранней стадии. И съёмочная группа, и дочь больной морально готовы к странностям в поведении Деборы, но вдруг её состояние резко ухудшается, а поступки становятся пугающими.",5.2
823,Замерзшая из Майами ,['США'],"['мелодрама', 'комедия', 'слова']","['Рене Зеллвегер', 'Гарри Конник мл.', 'Шиван Фэллон Хоган']",Йонас Элмер,97,"Люси Хилл любит роскошные платья, дорогие машины и ей нравится карабкаться вверх по карьерной лестнице. Как-то раз из родного жаркого Майами ее отправляют в командировку в холодную Миннесоту. Чтобы выполнить задание, Люси должна приспособиться к суровому климату и к местным жителям, которые не собираются оказывать ей теплый прием.",6.3
824,Ужасающий ,['США'],"['ужасы', 'слова']","['Дженна Кэнелл', 'Саманта Скаффиди', 'Дэвид Ховард Торнтон']",Дэмиен Леоне,85,"В ночь Хеллоуина клоун-маньяк терроризирует трёх девушек, а также всех, кто попадается ему на пути.",5.9
825,"Кловерфилд, 10 ",['США'],"['триллер', 'драма', 'фантастика', 'слова']","['Джон Гудман', 'Мэри Элизабет Уинстэд', 'Джон Галлахер мл.']",Дэн Трахтенберг,103,"Придя в себя после автомобильной аварии, девушка оказывается в подвале человека, утверждающего, что он спас её от химической атаки, которая сделала мир за пределами бункера непригодным для жизни.",6.9
826,Форсаж 4 ,['США'],"['криминал', 'боевик', 'триллер', 'драма', 'слова']","['Вин Дизель', 'Пол Уокер', 'Джордана Брюстер']",Джастин Лин,107,"Когда кривая дорожка заставляет скрывающегося от правосудия Дома Торетто вернуться в Лос-Анджелес, вражда с агентом Брайаном О’Коннером вспыхивает с новой силой. Но у парочки обнаруживается общий противник, и Дому с Брайаном приходится заключить перемирие в надежде одержать над ним победу. Грабя конвои, роя подкопы и пересекая границы, они приходят к идеальной форме отмщения — педали газа, вдавленной до упора.",6.9
827,Прометей ,['Великобритания'],"['фантастика', 'ужасы', 'слова']","['Нуми Рапас', 'Майкл Фассбендер', 'Шарлиз Терон']",Ридли Скотт,124,"В поисках сакрального знания группа ученых отправляется в самые темные и неизведанные чертоги вселенной. Именно там, в отдаленных мирах, находясь на пределе своих умственных и физических возможностей, им предстоит вступить в безжалостную схватку за будущее всего человечества.",7.0
828,12 разгневанных мужчин ,['США'],"['драма', 'детектив', 'криминал', 'слова']","['Генри Фонда', 'Мартин Болсам', 'Ли Дж. Кобб']",Сидни Люмет,96,"Юношу обвиняют в убийстве собственного отца, ему грозит электрический стул. Двенадцать присяжных собираются, чтобы вынести вердикт: виновен или нет. С начала заседания почти все считают подсудимого виновным, и лишь только один из двенадцати позволил себе усомниться. И он решает убедить остальных в своей правоте.",8.5
829,Под покровом ночи ,['США'],"['триллер', 'драма', 'слова']","['Эми Адамс', 'Джейк Джилленхол', 'Майкл Шеннон']",Том Форд,116,"У Сьюзен роскошная жизнь в Лос-Анджелесе, прекрасный муж и собственная галерея. Но однажды она получает неожиданную посылку от бывшего супруга — он хотел бы встретиться, но сначала просит прочитать его новый роман. Сьюзен не подозревает, что как только она откроет рукопись, она вернется в прошлое, которое считала надежно укрытым под покровом ночи.",7.3
830,Проклятие монахини ,['США'],"['ужасы', 'слова']","['Демиан Бичир', 'Таисса Фармига', 'Йонас Блоке']",Корин Харди,96,"Румыния, 1952 год. Когда в уединенном монастыре молодая монахиня совершает самоубийство, Ватикан отправляет расследовать происшествие священника с туманным прошлым и послушницу на пороге невозвратных обетов. Рискуя не только жизнью, но и душой, они сталкиваются со злобной силой, принявшей облик демонической монахини.",5.7
831,Чтец ,['США'],"['драма', 'мелодрама', 'слова']","['Рэйф Файнс', 'Кейт Уинслет', 'Давид Кросс']",Стивен Долдри,124,"Майкл Берг, 52-летний закрытый в себе адвокат, постоянно думает о своём прошлом. Уже почти 40 лет его гложет мысль о том, что он мог кардинально изменить свою судьбу, и не только свою. Стоит ли думать о прошлом, если оно — уже история? Или всё ещё продолжается?",8.0
832,Мумия ,['США'],"['фэнтези', 'приключения', 'боевик', 'слова']","['Брендан Фрейзер', 'Рэйчел Вайс', 'Джон Ханна']",Стивен Соммерс,124,"На бескрайних просторах египетской пустыни компания сорвиголов разных национальностей рыщет в поисках несметных сокровищ фараона, над которыми тяготеет жуткое древнее проклятие.",7.8
833,Американский пирог ,['США'],"['комедия', 'слова']","['Джейсон Биггз', 'Крис Клейн', 'Томас Иэн Николас']",Пол Вайц,96,"На вечеринке четверо старшеклассников, Джим, Кевин, Финч и Оз, выясняют, что никто из них еще не имел сексуального опыта с девушками. Приятели считают, что с коллективной девственностью надо обязательно расстаться до того, как они переступят порог колледжа. На носу школьный выпускной бал, и у друзей осталось совсем мало времени на то, чтобы выполнить задуманное.",7.2
834,Крупный улов ,['США'],"['триллер', 'драма', 'криминал', 'слова']","['Бен Фостер', 'Тоби Уоллес', 'Дженна Ортега']",Брайан Хелгеленд,126,Два брата оказываются втянуты в сделку с преступным синдикатом Бостона.,6.1
835,Перл-Харбор ,['США'],"['военный', 'драма', 'боевик', 'мелодрама', 'история', 'слова']","['Бен Аффлек', 'Джош Хартнетт', 'Кейт Бекинсейл']",Майкл Бэй,183,"Мирная жизнь двух друзей-летчиков рушится в одночасье, когда японская авиация совершает внезапное нападение на военную базу США в Пёрл-Харборе.",7.9
836,Подходящая плоть ,['США'],"['ужасы', 'слова']","['Хизер Грэм', 'Джуда Льюис', 'Барбара Крэмптон']",Джо Линч,100,"В морг привозят изуродованное тело, а в это время перепуганная пациентка психиатрического отделения Элизабет Дерби рассказывает подруге — доктору Аптон — свою историю. Некоторое время назад у неё была успешная практика психотерапевта, пока к ней не обратился молодой человек с, как она решила, серьёзным расстройством личности, который утверждал, что отец хочет забрать его тело. Заинтересовавшись этим случаем, Элизабет нарушила свои личные правила и отправилась к парню домой, чем навлекла на себя невообразимую опасность.",5.5
837,Во всё тяжкое ,['США'],"['драма', 'комедия', 'слова']","['Джонни Депп', 'Розмари ДеУитт', 'Одесса Янг']",Уэйн Робертс,90,"Профессор колледжа решает жить на полную катушку после того, как ему ставят серьезный диагноз. Отныне все запреты сняты, а тайные желания могут наконец осуществиться!",7.3
838,Жмурки ,['Россия'],"['комедия', 'криминал', 'слова']","['Алексей Панин', 'Дмитрий Дюжев', 'Никита Михалков']",Алексей Балабанов,111,"Жмурки — старинная русская игра: водящий, с завязанными глазами, ловит остальных играющих. К середине 1990-х правила игры изменились: выигрывает тот, кто останется в живых, сделав жмуриками остальных. ",7.2
839,SuperАлиби 2 ,['Франция'],"['комедия', 'слова']","['Филипп Лашо', 'Элоди Фонтан', 'Тарек Будали']",Филипп Лашо,88,"После закрытия агентства жизнь Грега была довольно спокойной, пока он не решил сделать предложение Фло. Теперь ему приходится заново открывать Алиби.com, чтобы найти фальшивых родителей и не знакомить будущих тестя и тещу с матерью-порноактрисой и отцом-мошенником.",6.7
840,Криминальный город ,['Корея Южная'],"['криминал', 'боевик', 'триллер', 'детектив', 'слова']","['Ма Дон-сок', 'Юн Ге-сан', 'Чо Джэ-юн']",Кан Юн-сон,121,"В 2004 году в китайском квартале Сеула, печально известном высоким уровнем преступности, объявляются три особо борзых мигранта-коллектора и вместо того, чтобы по старинке изымать деньги у должников, сразу убивают главу одной из преступных группировок. Свято место пусто не бывает, и вот уже предводитель троицы Цзян Чэнь руководит этой бандой и пытается отжать бизнес у конкурентов. Местный начальник следственно-оперативной группы Ма Сок-то привык поддерживать худой мир на подконтрольной территории, но Цзян Чэнь мирно жить не хочет.",7.3
841,Мы — Миллеры ,['США'],"['комедия', 'криминал', 'слова']","['Джейсон Судейкис', 'Дженнифер Энистон', 'Эмма Робертс']",Роусон Маршалл Тёрбер,110,"Дэвид Кларк — мелкий торговец наркотиками. Среди его клиентов — повара и скучающие домохозяйки. Детям он наркотики не продаёт и поэтому считает себя принципиальным человеком. Дэвид действительно хорошо относится к детям, но это не остается безнаказанным — он пытается помочь подросткам, попавшим в беду, и на него нападают хулиганы. Они отбирают у него наркотики и деньги, и Дэвид оказывается в отчаянном положении. Ведь ему нечем расплатиться с поставщиком. Единственный выход — подрядиться на доставку крупной партии наркотиков через границу.",7.2
842,Король и Шут: Сказка о Горшке и Князе ,['Россия'],['фэнтези'],"['Константин Плотников', 'Влад Коноплёв', 'Валери Зоидова']",Рустам Мосафир,104,"Два трубадура Горшок и Князь хотят стать королевскими менестрелями и вызываются на поиски пропавшей Принцессы. Храбрецы отправляются за ней прямиком в дремучий лес, полный смертельных опасностей. Им предстоит встреча с загадочным Лесником, проклятым Горбуном, обворожительной Феей Мух, огромным страшным зверем и Колдуном. Выдержит ли дружба Горшка и Князя столько испытаний?",7.7
843,Сад изящных слов ,['Япония'],"['аниме', 'мультфильм', 'мелодрама', 'слова']","['Мию Ирино', 'Кана Ханадзава', 'Фуми Хирано']",Макото Синкай,46,"Юноша по имени Такао встречает таинственную молодую женщину. Их случайные и как будто ни к чему не ведущие встречи в парке, где Такао прогуливает занятия, работая над достижением своей странной мечты — посвятить жизнь конструированию и изготовлению обуви — повторяются снова и снова, правда, только в ненастные дни. Сердца молодых людей начинают приоткрываться друг другу, но на это нужно время, а впереди уже маячит конец сезона дождей.",7.9
844,Обыкновенное чудо ,['СССР'],"['мюзикл', 'фэнтези', 'мелодрама', 'комедия', 'семейный', 'слова']","['Олег Янковский', 'Ирина Купченко', 'Евгений Леонов']",Марк Захаров,137,"Пришло время – волшебник женился, остепенился, занялся хозяйством. Но однажды, встретив в лесу медведя, все-таки не вытерпел: взял и превратил его в прекрасного юношу, поставив условие, что тот снова станет медведем, если его поцелует принцесса.",8.2
845,Пила: Игра на выживание ,['США'],"['ужасы', 'триллер', 'слова']","['Ли Уоннелл', 'Кэри Элвес', 'Дэнни Гловер']",Джеймс Ван,103,"Два незнакомца просыпаются в подвале, где лежит человек с простреленной головой и пистолетом в руке. Они прикованы к стенам цепями и не помнят, как тут оказались. Голос с найденной плёнки велит одному из них выбрать — убить товарища по несчастью или дать умереть своим жене и дочери. Так начинается жестокая игра, у невольных участников которой есть всего лишь 7 часов.",7.8
846,Милые кости ,['США'],"['фэнтези', 'триллер', 'драма', 'криминал', 'детектив', 'слова']","['Сирша Ронан', 'Стэнли Туччи', 'Марк Уолберг']",Питер Джексон,135,"Фильм рассказывает о переживаниях четырнадцатилетней девушки, изнасилованной и убитой маньяком-соседом. Наблюдая за жизнью домочадцев с небес, героиня мечтает о простых подростковых радостях и жаждет поимки душегуба.",7.1
847,Малена ,['Италия'],"['драма', 'мелодрама', 'военный', 'слова']","['Моника Беллуччи', 'Джузеппе Сульфаро', 'Лучиано Федерико']",Джузеппе Торнаторе,100,"Малена - красавица-вдова, наваждение мужчин и предмет зависти женщин. Жены распускают о ней грязные сплетни. Мужья преследуют ее по пятам и грезят о ней.",7.8
848,Явление ,['Индия'],"['фантастика', 'триллер', 'драма', 'приключения', 'слова']","['Марк Уолберг', 'Зои Дешанель', 'Джон Легуизамо']",М. Найт Шьямалан,86,"Семья пытается сбежать от напасти, грозящей всему человечеству. Беда приходит из ниоткуда, настигает внезапно, заставляя людей повсеместно совершать самоубийства.",6.3
849,Лесси — лохматый детектив ,['Германия'],"['семейный', 'приключения']","['Нико Маришка', 'Анна Люсия Гуалано', 'Пелле Стакен']",Ханно Ольдердиссен,91,"Наступают долгожданные каникулы, но Фло не хочет расставаться со своей любимой собакой Лесси: вместе они отправляются на ферму его тети, которая живет со своими детьми Клео и Анри и джек-рассел-терьером Пиппой. Когда Фло, Клео и Анри узнают о похищении собак в деревне, они начинают переживать за своих домашних любимцев. И не зря — вскоре Пиппа пропадает. Вместе с Лесси трое друзей отправляются ловить воров и спасать Пиппу.",7.9
850,Разрушение ,['США'],"['драма', 'комедия', 'слова']","['Джейк Джилленхол', 'Наоми Уоттс', 'Крис Купер']",Жан-Марк Валле,101,"Когда Дэвис узнал, что его жена умерла, он захотел купить шоколадные конфеты в торговом автомате, но пачка застряла. Пытаясь выяснить, почему он ничего не чувствует по поводу смерти жены, Дэвис начинает писать длинные письма в обслуживающую торговые автоматы фирму. А в письмах он рассказывает о себе и об отношениях с погибшей женой. Вскоре ему отвечает Карен, менеджер компании. Попутно Дэвис понимает, что ему совершенно необходимо разобрать холодильник, разломать кабинку туалета, рабочий компьютер и разрушить собственный дом.",7.2
851,Следующий гол – победный ,['Великобритания'],"['спорт', 'комедия', 'драма', 'слова']","['Майкл Фассбендер', 'Оскар Кайтли', 'Kaimana']",Тайка Вайтити,104,"Футбольный тренер Томас Ронген в начале 2000-х приехал в Американское Самоа, чтобы помочь подготовить местную команду к отборочному циклу чемпионата мира.",6.4
852,Безумный Макс: Дорога ярости ,['Австралия'],"['боевик', 'фантастика', 'приключения', 'слова']","['Том Харди', 'Шарлиз Терон', 'Николас Холт']",Джордж Миллер,120,"Преследуемый призраками беспокойного прошлого Макс уверен, что лучший способ выжить - скитаться в одиночестве. Несмотря на это, он присоединяется к бунтарям, бегущим через всю пустыню на боевой фуре, под предводительством отчаянной Фуриосы.",7.8
853,Умница Уилл Хантинг ,['США'],"['драма', 'мелодрама', 'слова']","['Мэтт Дэймон', 'Робин Уильямс', 'Бен Аффлек']",Гас Ван Сент,126,"Уилл Хантинг - 20-летний вундеркинд из Бостона, который то и дело ввязывается в неприятные истории. И когда полиция арестовывает его за очередную драку, профессор математики берет его под свою опеку, но при одном условии: Уилл должен пройти курс психотерапии. Сеансы «перевоспитания», начавшиеся с недоверия, постепенно перерастают в дружбу между Уиллом и его наставником.",8.1
854,Судная ночь ,['США'],"['триллер', 'ужасы', 'слова']","['Итан Хоук', 'Лина Хиди', 'Макс Буркхолдер']",Джеймс ДеМонако,85,"Мир будущего – мир без преступности… безработицы… войн. И все это благодаря одной ночи в году, когда можно отправить на тот свет любого – злобного босса, шумных соседей, надоевших родственников. В Судную ночь дозволено все – главное дожить до рассвета.",6.0
855,8 женщин ,['Франция'],"['мюзикл', 'криминал', 'детектив', 'драма', 'комедия', 'слова']","['Виржини Ледуайен', 'Даниель Дарьё', 'Фирмин Ришар']",Франсуа Озон,110,"Занесённая снегом французская глубинка. В поместье собирается семья для встречи Рождества. Но праздник не состоится. Хозяин дома убит. 8 женщин, близких хозяину дома, начинают расследование.",7.6
856,Король Лев ,['США'],"['мультфильм', 'мюзикл', 'драма', 'приключения', 'семейный', 'слова']","['Мэттью Бродерик', 'Джереми Айронс', 'Нэйтан Лейн']",Роджер Аллерс,88,"У величественного Короля-Льва Муфасы рождается наследник по имени Симба. Уже в детстве любознательный малыш становится жертвой интриг своего завистливого дяди Шрама, мечтающего о власти.",8.8
857,Катастрофа ,['Франция'],"['фантастика', 'триллер', 'боевик', 'слова']","['Гийом Кане', 'Летиция Дош', 'Пейшнс Мюнхенбах']",Жюст Филиппо,99,"По всему миру наблюдаются аномальные случаи кислотных дождей, уничтожающих все живое. В центре смертоносной стихии оказывается пятнадцатилетняя Сельма и ее родители. Вместе им предстоит объединить все силы, чтобы спастись от вселенской угрозы и пережить апокалипсис.",5.2
858,Пожары ,['Канада'],"['драма', 'детектив', 'военный', 'слова']","['Лубна Азабаль', 'Мелисса Дезормо-Полен', 'Максим Годетт']",Дени Вильнёв,131,"Когда брат и сестра Марван ознакомились с завещанием матери, их удивлению не было предела. Её последней волей было разыскать отца, которого близнецы считали умершим, и брата, о существовании которого они даже не подозревали. Жанна и Симон узнают, что мать тщательно скрывала от них многие обстоятельства своей трагической судьбы.",8.0
859,Бабушка лёгкого поведения 2. Престарелые мстители ,['Россия'],['комедия'],"['Александр Ревва', 'Дмитрий Нагиев', 'Михаил Галустян']",Марюс Вайсберг,87,"В продолжении популярной комедии зрителей вновь ждет встреча с обаятельным аферистом Сашей Рубенштейном и командой пенсионеров, которые теперь перебрались в Москву. Но их счастливой жизни приходит конец, когда банк, в котором хранятся все сбережения стариков, банкротит беспринципный олигарх Бородин. Саша и «ОПГ – организованная пенсионная группировка» опять объединяются, чтобы отомстить обидчику.",5.3
860,Муви 43 ,['США'],"['комедия', 'слова']","['Хью Джекман', 'Кейт Уинслет', 'Наоми Уоттс']",Стивен Брилл,100,"Два друга, Келвин и Джей Джей, загружают видео на ViewThisTUBE, но их друг Бакстер подшучивает над ними, накручивая просмотры их видео, и ребята решают отомстить ему, наполнив его компьютер вирусами из интернета. Келвин и Джей Джей придумывают легенду про фильм «Муви 43» — самый страшный фильм в мире. Этот фильм разыскивает ФБР и ЦРУ. Бакстер приходит к Келвину и Джей Джею и начинает искать фильм на запрещённом сайте.",5.0
861,Подельники ,['Россия'],"['драма', 'триллер']","['Павел Деревянко', 'Юра Борисов', 'Лиза Янковская']",Евгений Григорьев,109,"Молодой биатлонист Петя вместе с женой Настей возвращается в родное село — работать физруком. Их встречают суровая природа и суровые люди, живущие по законам тайги. По этим законам убийство за оскорбление — право сильного, а сильнее шамана Вити Людоеда, бывшего зека, здесь никого нет. Петя становится свидетелем его кровавого преступления. Вызов убийце решается бросить только 10-летний Илья, сын жертвы. Петя не может оставить ученика наедине со страшной местью: Илья должен усиленно тренироваться, и тогда Петя поможет ему расквитаться с Людоедом.",6.5
862,Ганнибал ,['США'],"['триллер', 'драма', 'криминал', 'детектив', 'слова']","['Энтони Хопкинс', 'Джулианна Мур', 'Гари Олдман']",Ридли Скотт,131,"После десяти лет молчания Ганнибал Лектер пишет письмо агенту ФБР Клариссе Старлинг, предлагая ей возобновить их прервавшуюся интеллектуальную дуэль. С помощью миллионера Мейсона Верджера, ставшего очередной жертвой безумного доктора и мечтающего теперь скормить Лектера стае прожорливых кабанов, Кларисса выходит на след неуловимого маньяка и вскоре узнаёт, что за ним уже охотится инспектор флорентийской полиции Ринальдо Пацци.",7.8
863,Мы ,['США'],"['ужасы', 'триллер', 'детектив', 'комедия', 'слова']","['Лупита Нионго', 'Уинстон Дьюк', 'Элизабет Мосс']",Джордан Пил,116,"Будучи маленькой девочкой, Аделаида пережила травмирующее событие. В парке развлечений на побережье она отошла от родителей и забрела в зеркальный лабиринт, где встретила свою точную копию. Через много лет, уже с мужем и детьми, Аделаида приезжает в дом бабушки, который находится рядом с тем самым злосчастным парком, и с самого начала женщина чувствует себя не в своей тарелке. Муж считает, что в таком прекрасном месте нужно расслабляться, а не нервничать, но его мнение быстро меняется, когда перед домом появляются незнакомцы в красных комбинезонах с явно агрессивными намерениями.",6.3
864,Ведьма ,['США'],"['ужасы', 'слова']","['Аня Тейлор-Джой', 'Ральф Айнесон', 'Кейт Дики']",Роберт Эггерс,92,"В 1630 году семья колонистов покидает плантацию, чтобы жить на уединенной ферме рядом с лесом в Новой Англии. Но вскоре младший ребёнок, ещё младенец, исчезает.",6.6
865,"Хороший, плохой, злой ",['Италия'],"['вестерн', 'боевик', 'криминал', 'слова']","['Клинт Иствуд', 'Ли Ван Клиф', 'Илай Уоллак']",Серджио Леоне,178,"Разгар Гражданской войны, Дикий Запад. По воле судьбы трое мужчин вынуждены объединить усилия в поисках украденного золота. Но совместная работа — не самое подходящее занятие для таких отъявленных бандитов. Компаньоны вскоре понимают, что в их дерзком и опасном путешествии по разоренной войной стране самое важное — никому не доверять и держать пистолет наготове.",8.5
866,Добро пожаловать в Zомбилэнд ,['США'],"['ужасы', 'комедия', 'боевик', 'слова']","['Джесси Айзенберг', 'Вуди Харрельсон', 'Эмма Стоун']",Рубен Фляйшер,84,"После нашествия зомби в США небольшая группа выживших скитается по стране от побережья к побережью, сражаясь с живыми мертвецами. Они решают остановиться  в парке развлечений, надеясь, что там будут в безопасности.",7.4
867,Зверопой 2 ,['США'],"['мультфильм', 'мюзикл', 'комедия', 'приключения', 'семейный', 'слова']","['Тори Келли', 'Риз Уизерспун', 'Тэрон Эджертон']",Гарт Дженнингс,110,"Тяжело быть продюсером, когда ты коала и у тебя лапки. Еще сложнее, когда твоя верная помощница древнее печатной машинки. И совсем весело, когда твоя труппа — это танцующий без остановки пухляш, колючая девочка-панк, застенчивая школьница, верзила-гангстер и многодетная мама, чьи дети — поросята в прямом смысле слова. Рецепт успеха прост — рвануть в мировую столицу развлечений, завербовать легендарного рок-музыканта и взорвать сцену новым шоу.",8.3
868,8-битное Рождество ,['США'],"['комедия', 'семейный', 'слова']","['Уинслоу Фегли', 'Нил Патрик Харрис', 'Стив Зан']",Майкл Даус,97,"В 1988 году для американских подростков не было подарка ценнее, чем Nintendo Entertainment System (NES). В канун Рождества Джек Дойл и его друзья проворачивают целую операцию, чтобы заполучить заветную приставку. Во всяком случае, так годы спустя Джек рассказывает дочери.",7.1
